att,rlx,del,the,lal,hal,hbe,lbe,lga,mga,result
81,94,245598,149011,3544,10909,5611,11207,2383,1344,right
78,91,13114,19794,5819,2480,4334,5285,3181,1737,right
63,90,42129,20844,20608,12821,7468,13923,4360,1998,right
67,74,21424,8629,7453,11600,5067,12039,2958,2204,right
78,78,33929,42401,41473,27755,6030,16944,3407,2439,right
84,83,72540,87853,23636,12963,6232,6819,5523,1641,right
96,83,14717,35917,16469,26889,7282,20562,1397,524,right
100,87,246612,37359,19067,9819,1986,7212,780,1475,right
87,77,8121,27961,14048,3726,5402,13217,2190,1544,right
81,75,33278,26985,7893,8547,6937,6682,2766,1355,right
75,50,37908,9242,5382,10082,5489,2477,2636,1932,right
70,64,41025,34088,21210,16150,8202,15177,3445,2441,right
78,70,23716,18718,9685,7896,5743,11820,2269,1532,right
78,64,177056,114605,25223,8917,4623,15601,6535,1036,right
77,67,24452,11712,21505,6621,4313,19043,6521,457,right
77,53,14435,32966,1509,2589,2528,1292,690,2257,right
88,63,9409,7768,31248,21169,6641,21923,5499,1937,right
84,77,15629,36864,9578,10309,3591,9255,1543,5565,right
93,96,7335,19135,12372,9126,4989,12942,3790,1850,right
91,94,78158,126304,11726,9258,6546,9890,1874,1564,right
81,94,127956,83311,36046,17331,14378,16815,3983,1115,right
88,93,26999,10511,6483,11347,7405,7620,4776,3561,right
88,80,35487,9526,30110,16710,5184,19414,5316,968,right
77,81,74886,39589,25883,16757,9328,19565,4973,3019,right
81,75,12472,35108,1569,19075,3881,6140,2987,1859,right
80,61,14089,15742,8357,10657,3115,11520,2425,2714,right
77,69,5162,6452,14390,17533,8797,13126,1777,12574,right
93,83,31472,51890,8097,15029,8329,30111,11280,1454,right
93,90,105705,41402,17742,3510,1074,2251,2193,8199,right
81,100,108650,32198,8325,10264,8166,6880,2586,1931,right
70,100,40507,27046,12004,13951,10022,13092,3581,2681,right
63,78,102622,76094,19848,20110,8642,12272,3465,630,right
57,67,7410,1965,8452,10262,2862,6563,1943,1860,right
70,61,15524,62056,34054,32245,18549,18977,1461,2336,right
80,54,178223,51375,38142,38835,7162,14364,4881,15429,right
90,70,780953,344141,125722,60373,11685,16365,9395,8834,right
94,77,104338,92489,27666,17775,7352,41949,6871,2246,right
80,67,100097,52277,1393,21738,5876,5512,4454,1798,right
80,80,205968,15699,12508,14221,12432,13212,4427,2538,right
77,75,248306,50310,9027,13660,3489,13618,3517,1464,right
80,74,21828,6251,14291,7632,5061,7220,2041,2555,right
84,93,62195,32964,11285,14071,8294,8771,6554,215,right
88,88,58018,26161,6807,4610,1817,4769,851,1234,right
96,90,6807,17458,4680,13574,1770,7296,4052,1606,right
88,90,6142,7347,3486,10683,2497,7335,1596,2195,right
81,74,17939,15844,5405,10571,7658,12618,2292,1045,right
84,67,200740,29618,43896,53768,13033,14979,3901,1241,right
77,67,264545,71499,35455,8097,7253,5536,2966,1387,right
81,80,8806,3763,12150,14558,8572,19596,4090,2487,right
97,88,136238,30394,14040,7868,4825,13461,3132,1893,right
90,91,111668,90061,47514,11239,6008,31347,2272,1326,right
78,91,147781,47499,20669,6066,7870,10994,2336,3951,right
74,81,58557,31139,26212,19213,7776,15253,2639,1077,right
70,84,228282,10469,20010,4735,5881,8449,3236,2157,right
81,91,3211,5955,6912,8162,5966,6547,3134,2318,right
83,88,104052,67342,38456,4529,4315,15705,3369,1950,right
87,87,50923,85617,58972,37716,6076,15328,3326,1020,right
81,90,305996,43698,17373,14852,6985,8875,1436,875,right
80,83,5513,4373,9668,16880,7213,12797,2062,2049,right
74,75,6884,7310,13585,7497,4088,13687,3147,2969,right
77,88,13511,25005,4659,19832,1940,3973,1802,3099,right
78,90,67811,30547,13810,6961,7404,4808,2637,613,right
64,80,3978,8391,15515,11921,4030,7117,3014,2020,right
78,94,15311,28345,19076,2743,6092,10315,5188,1753,right
77,100,159519,101367,21612,33648,3079,22595,3907,1217,right
74,90,23682,7041,13073,6608,5101,5779,2640,2874,right
83,100,1312,7859,20010,10458,5996,5222,2252,1575,right
81,100,380918,145849,29096,13266,3863,14635,4181,2583,right
84,70,24501,19875,18763,25949,7130,8616,2810,3966,right
87,70,23277,4648,7779,19111,4350,8744,4269,1451,right
88,47,112233,56565,29580,41901,14615,24920,4252,2062,right
94,60,7727,11490,25035,7770,2719,3387,1967,1904,right
94,78,200157,25526,10308,6333,3774,13220,2051,2604,right
97,69,14676,18574,3152,4029,5306,8289,3486,684,right
100,80,6741,26357,24506,9388,7990,10238,2201,363,right
100,88,60936,33069,3393,10344,3990,7338,624,1752,right
100,88,4530,7458,15201,12196,6256,12544,2456,2010,right
100,93,4246,13511,20218,4190,7297,7442,1175,1939,right
94,80,323883,28167,18460,7792,12393,10202,1462,3087,right
97,70,4099,17200,6648,14358,8186,6155,3577,3386,right
81,54,8149,8050,27598,12507,6732,6906,2468,2056,right
81,54,3142,4514,8974,9193,6322,10891,1266,1287,right
70,54,2961,19812,8576,14755,5900,6485,1956,1178,right
57,47,68865,172227,41322,4084,17095,5479,4678,1089,right
69,60,6471,9930,13862,18717,8327,11161,3152,2361,right
56,60,538367,255641,47010,32036,14065,25951,2043,3481,right
74,74,22781,30975,24372,3971,7575,2362,5631,387,right
84,69,47266,35955,7433,3074,1037,4891,581,2966,right
74,60,337571,199948,97881,50263,15317,28755,14475,1512,right
81,53,62181,20257,16604,7854,7154,8163,3528,2427,right
75,43,59968,81686,40856,23070,3898,12767,1448,2623,right
67,43,51054,37677,9192,34960,12502,13186,2314,1548,right
64,43,112903,19815,11328,14070,8919,16900,3404,2147,right
70,47,143087,78189,13307,26969,4313,34999,2757,2025,right
64,56,31067,75654,19033,18134,8019,17525,3025,1818,right
67,57,28573,41648,3767,13419,4417,13522,3424,4755,right
70,47,41651,56288,46300,4126,10018,16788,3001,2358,right
61,23,448422,185117,9484,55087,6206,16200,3428,957,right
74,21,102476,30598,11173,19725,10446,24313,10207,1765,right
57,34,176672,69631,40182,12819,4471,8853,4055,3502,right
69,48,30663,51723,17900,27747,12797,2855,3273,375,right
60,66,179397,50747,3277,4477,2012,3967,580,397,right
43,44,47917,37387,2811,2121,1949,10136,676,2035,right
54,38,40180,21128,11017,5915,6000,8668,902,249,right
57,41,172203,18046,18948,15749,1314,5861,1502,1494,right
78,47,440954,40978,11107,12845,7246,8340,1581,1958,right
94,69,26041,112422,35612,12482,2553,2366,3143,1766,right
97,60,243555,300667,9964,3792,6993,17354,1174,2025,right
83,64,31384,18415,19436,9200,4765,9381,3660,998,right
81,66,209665,73950,19150,25258,17057,20563,4355,1015,right
81,64,61969,25060,11056,9128,8573,9198,3774,1119,right
77,75,144976,38073,15051,7213,9162,6301,2486,821,right
84,69,37062,47682,18224,8794,12514,17415,2213,2008,right
80,77,81578,126071,60393,15515,5336,6314,2195,1596,right
74,93,234720,87816,49345,18254,20532,14545,4451,3367,right
63,90,333563,34902,5032,10420,7480,9586,5146,2599,right
61,96,105167,23698,15149,19662,6298,6842,3365,2342,right
56,88,184402,62397,19193,9463,6363,18520,1508,2175,right
69,69,162186,35997,46124,9478,6192,13528,1929,2151,right
87,61,80593,19230,36793,18583,5823,8136,3820,3544,right
87,54,81597,159995,91806,40883,7869,46056,4514,1801,right
100,51,439808,100677,54287,15100,10895,10719,4639,876,right
97,64,125300,124264,47968,22182,6629,17342,4932,1034,right
88,75,30663,14121,6046,5947,9393,10858,2302,1806,right
90,93,119612,36848,8006,10560,12216,20595,6557,1179,right
77,94,78567,64319,7750,17751,4253,3300,4642,2259,right
61,77,12246,14216,7586,3640,5095,10193,1458,1272,right
69,81,17760,3600,9476,8530,6219,8315,1641,2382,right
78,70,138581,77671,54317,20976,9379,21886,2459,1414,right
90,80,16459,9576,33698,24022,5156,9538,5247,688,right
97,94,186443,74375,21156,12326,3662,7765,1664,1060,right
93,87,82928,168158,14737,28449,11431,30690,4470,1311,right
81,77,38618,21180,38896,15749,12650,7598,3993,1708,right
87,75,9986,19374,22482,13877,9845,8722,1973,2905,right
75,61,422784,21501,38874,3772,9334,14911,3918,1553,right
81,61,11843,23387,25880,16056,9064,17193,4729,1498,right
90,66,11211,48652,19403,18031,8280,9052,2317,901,right
93,67,437720,70645,22405,9471,4180,13135,6911,1215,right
100,78,14791,6099,8521,17879,9270,14437,1866,4683,right
100,81,146718,142461,8089,31803,7347,18314,1627,2673,right
100,78,25313,18936,7795,18679,10381,17650,3931,2114,right
84,77,1679,15128,14344,7471,4615,16230,4685,1887,right
83,78,7707,5569,14661,7992,10497,9370,4747,1724,right
87,67,159922,41346,40301,3661,9745,18943,2202,2227,right
88,75,68925,13582,24247,6333,8514,11042,5541,3191,right
97,75,26472,71363,11005,30999,12947,20902,4933,1732,right
100,63,262930,46282,36927,24389,6800,23810,1712,1269,right
100,70,47566,68771,15114,51779,13035,11819,2814,2485,right
100,69,28394,15501,5518,4255,7528,9368,3663,848,right
100,67,7750,16733,25586,8814,7232,20944,2178,2234,right
100,80,69084,19872,12625,14096,8937,9919,2141,1551,right
100,90,6660,11424,1709,4296,4087,7419,5113,3198,right
100,87,16681,10199,12208,9878,9506,12104,3965,2014,right
81,74,5597,16043,10292,12868,5748,9469,3386,2003,right
81,66,24062,14323,8218,18301,13590,11519,2651,2347,right
78,60,7868,15327,11889,18147,8319,16615,3248,1868,right
77,57,7670,7226,28080,14280,7704,9828,2377,1154,right
80,75,24238,15772,8641,6361,3457,10697,2280,1131,right
80,81,83098,100396,9033,9946,6397,6173,3153,905,right
81,77,17620,21506,7479,9581,6915,8781,2342,3169,right
83,78,16091,6103,9576,13424,3221,18751,3051,2203,right
87,70,274302,61654,30403,10137,10133,21037,6161,2502,right
78,69,223962,22593,18711,20533,4472,18619,2658,1993,right
67,77,22933,11135,12520,16487,6663,13343,3064,1917,right
78,67,9595,29279,16098,8216,6379,11054,2299,1704,right
77,70,67455,89933,62708,5725,17607,27005,4365,3146,right
83,77,59273,70385,23622,14587,11335,3668,3927,1614,right
93,70,8711,30953,12788,23223,4336,13247,4258,2556,right
87,83,13127,27395,33652,9822,3088,15320,4016,1621,right
91,81,3290,22189,4634,6057,13711,9857,2727,1510,right
90,78,182340,35403,47318,9405,7986,42973,2487,2706,right
83,83,5073,15674,19756,17581,7521,11407,2652,2842,right
67,77,12296,21497,11929,14270,6393,13539,5316,2288,right
66,67,3404,32708,26008,10867,12576,6539,2283,1899,right
74,64,22866,24115,13052,11339,7281,10200,3802,2270,right
83,56,21237,30025,25169,13890,8058,13853,5229,5324,right
96,61,8030,23846,18209,21782,4615,11647,2485,6070,right
100,78,83869,227146,54457,34670,11031,7042,1398,4976,right
100,81,559558,69356,13071,13241,11973,9760,5568,2526,right
88,87,9341,17112,14408,11364,9359,21189,8800,1547,right
84,81,9937,24036,9445,7657,9814,7269,3694,2180,right
64,63,8165,15145,9382,14004,5846,14137,5115,2070,right
51,61,12353,12394,31498,15237,12600,11235,8410,1889,right
56,56,14709,8856,36511,10494,15602,26723,5127,2540,right
56,61,12950,66712,44782,17253,5458,16381,2924,2081,right
69,75,74033,36513,12264,10725,6287,13468,4193,1352,right
80,69,906055,290913,64191,5504,9503,18700,3433,1705,right
83,67,206837,64943,45301,19652,8408,12323,2743,5021,right
81,63,227022,51614,16291,16704,5653,19415,2107,3909,right
81,61,25589,18585,9207,13650,5011,12913,6001,1422,right
77,56,80362,64845,77920,9376,15337,25507,3157,2355,right
80,61,9544,21018,11421,6269,8087,10052,3855,1421,right
69,50,70728,123050,13654,45165,19485,17455,2613,3159,right
60,50,167771,57850,18766,19858,8143,16596,5796,1687,right
64,48,175267,44332,45552,7454,9079,26655,4523,1616,right
67,41,114771,66467,15960,14207,10645,32616,5791,1396,right
78,57,74466,19344,15786,7875,6868,5425,3119,259,right
96,57,32488,19648,1285,2451,728,4204,849,2870,right
93,77,175841,91127,39390,22476,5163,17627,3924,1410,right
80,83,80365,47557,7266,11039,14043,4555,4058,3847,right
78,90,21034,14579,5417,5863,5344,11443,3363,1402,right
63,94,152834,27770,21288,14496,7043,16294,2993,2069,right
61,88,16934,12012,5161,15670,8622,10785,3364,2032,right
60,80,4584,13783,41700,3290,7320,7753,3818,3029,right
63,74,390303,113673,80585,8170,9548,5127,1863,1182,right
60,61,7010,9910,27790,4773,3417,11434,5016,2585,right
57,48,25256,19387,28128,21347,3816,18983,3719,2767,right
66,57,49976,16047,7399,21868,5114,22568,2004,2382,right
77,63,110184,90462,17478,16114,6131,22486,2489,1848,right
84,83,276261,29313,17823,12538,6730,11524,2852,605,right
90,90,239962,147606,50280,11021,6421,4880,2764,1587,right
91,91,194452,166096,24275,10740,18427,5992,1765,1052,right
80,83,7237,8664,24729,6362,4519,29397,2720,1159,right
84,67,2883,5031,8409,12913,7949,6428,2172,2543,right
81,54,8320,5360,25185,17061,4026,4542,2793,1020,right
84,53,181191,34125,18474,9951,9199,24705,3724,2439,right
84,43,14941,10292,45506,10674,10121,33110,2972,611,right
83,43,95616,9062,1076,6217,1552,2409,639,1364,right
96,66,7234,11098,16002,8911,5561,22036,3849,2300,right
94,60,111898,124416,6619,11335,13238,12420,3150,2523,right
96,77,9466,5835,5127,16105,6486,14676,5579,1497,right
100,70,71936,70015,16197,5233,8356,7960,2327,2460,right
97,69,13201,20229,11318,12380,5131,10737,3924,1963,right
100,78,2040,10596,27943,21647,20887,13756,3541,1487,right
97,75,4537,24088,6239,8748,7242,6011,1620,1130,right
83,93,9196,9764,24342,8125,4702,11558,3115,1645,right
81,81,2715,7355,2126,6942,6491,10729,3329,1068,right
77,87,16058,12199,11478,10396,6025,5817,3634,1498,right
78,60,7143,12744,15977,15967,10420,10545,2831,1213,right
83,43,2017,9065,13522,13148,2963,16363,2590,969,right
80,44,167445,21018,44944,39358,7624,4104,3606,695,right
74,41,21668,52370,15646,10958,9899,30473,5008,1350,right
75,66,16876,14229,13284,19987,6179,4810,3118,2260,right
81,66,167309,100535,3818,5370,10479,9864,3518,1625,right
74,77,32131,51979,17331,18943,12065,21576,1549,1239,right
87,70,3158,41450,8783,7081,4212,5563,2737,9608,right
84,74,40807,24875,39134,34011,6615,33717,6541,1043,right
70,81,108049,20351,20121,16683,6586,17925,2930,3139,right
93,78,22511,24771,19488,12544,13475,29761,4200,383,right
88,77,184027,15264,12759,5376,1132,3658,1209,3760,right
88,77,6683,14021,12003,11820,11292,12724,2050,2884,right
84,63,6408,17692,34871,5428,5299,11460,2599,2400,right
81,61,73692,75191,37377,53169,10249,7777,1906,1836,right
69,56,42571,6021,8417,7658,7057,11434,3117,1615,right
64,67,4505,16704,8704,9463,6186,10379,3043,869,right
67,66,11207,11292,6779,13866,2807,7513,3506,2045,right
