att,rlx,del,the,lal,hal,hbe,lbe,lga,mga,result
69,94,57332,32991,29304,13111,17678,14535,3120,1006,right
63,88,57389,29802,3833,4012,5838,8927,3923,3221,right
53,83,57599,17557,17342,9639,8879,5439,2884,2950,right
50,80,57698,9938,16135,26227,4301,20881,3787,3603,right
63,78,58420,34670,10733,20977,5950,7144,1994,2224,right
47,87,59461,48364,21323,6195,3251,10285,3430,1615,right
54,64,59929,25010,26875,13961,10137,10009,3964,2990,right
57,81,60636,18093,7469,12416,6497,9726,3164,1450,right
48,56,60974,35276,10197,7233,8026,15360,3037,2044,right
50,80,61039,13713,21435,12442,5823,11843,1895,4072,right
35,88,61673,25091,15521,3535,1400,3689,518,416,right
50,64,62108,34076,1397,3611,3196,7809,735,1125,right
56,57,63481,13221,8252,4935,8012,17804,3680,2504,right
67,63,64061,34784,8860,9384,9312,6124,5765,2372,right
26,96,64108,8993,18080,11006,5246,7962,3738,910,right
77,81,64274,22650,10037,2931,6748,8434,2711,1498,right
48,77,64407,20149,38339,17214,7946,11943,6468,1960,right
70,61,65285,8106,4589,3540,4018,9872,1917,950,right
24,91,65739,11476,18970,16962,4160,3498,4313,5648,right
61,93,66124,29942,3678,15406,6060,7626,3151,2546,right
34,63,66556,69806,12058,16428,2017,3594,5461,2095,right
51,77,67207,44238,3336,9530,3545,9020,1387,2305,right
48,75,67757,27354,10683,12662,5284,21734,2740,1988,right
51,91,68959,14894,19185,9769,7361,10539,2521,1748,right
40,90,69053,25598,16508,16226,8159,11347,2379,2123,right
56,61,70938,17735,16432,9954,8285,7545,6063,1960,right
43,51,71548,16488,10155,12190,6604,18801,3233,1357,right
50,83,71876,46393,19163,18064,8991,25954,2771,1991,right
41,66,71877,25075,24258,12006,5489,11156,2590,1961,right
56,96,71959,27898,24902,6608,8283,8929,3948,3126,right
57,57,72324,16003,9960,8408,6443,12427,4039,826,right
50,60,73120,63304,10610,3529,3056,20270,2538,2125,right
40,51,73526,23396,5099,7652,5700,13211,2472,1549,right
40,69,73561,54959,9637,5819,5386,12778,2077,1401,right
35,84,74377,41884,10339,9905,3331,15348,2458,1353,right
63,88,74979,22421,10767,12138,6304,8189,4638,1956,right
37,74,75186,26809,11121,15676,3921,27680,4317,2062,right
61,70,76140,30885,11506,6568,5631,9875,1873,1072,right
63,81,76435,12359,10798,7176,8275,11100,2801,1187,right
50,80,76675,71174,15200,29800,21917,36604,4762,6043,right
44,54,76779,37182,29760,15327,13506,13634,5327,1325,right
61,87,77253,3203,5131,7950,2126,5202,3039,1061,right
56,94,77976,35336,21026,10764,3898,8157,2263,1162,right
63,74,78045,35690,27469,15181,9179,9596,3444,2919,right
30,78,79143,35302,22863,23706,3873,7915,3383,3491,right
50,84,79263,23290,18570,14925,7035,4829,2108,1043,right
51,78,81226,17385,36278,10630,8201,6296,3086,1941,right
47,77,81412,43679,7053,9153,5933,11519,2145,3509,right
38,91,81583,13633,23816,4540,7924,7036,4688,1909,right
53,70,83095,38401,5596,5832,7261,5941,4784,4478,right
61,56,84867,24500,5376,11098,6689,13748,2683,3349,right
43,84,86368,76997,27094,16801,8990,13848,5179,2924,right
26,60,87314,78903,10519,12028,4028,6595,4627,1312,right
54,78,89304,19211,6316,12290,7987,10109,3615,1496,right
57,81,90770,9132,9269,2864,2091,2615,552,687,right
53,75,91330,46656,19778,13724,5750,5331,3059,1774,right
44,90,91440,23605,8461,18615,5915,12281,2690,2120,right
48,66,92469,23611,3408,3426,3001,5701,1487,741,right
56,77,94237,22912,7436,22630,4471,3658,2107,1884,right
54,97,94335,25194,22044,17610,7134,6002,2855,731,right
41,66,94355,92401,21197,11224,8496,7049,2048,1768,right
44,67,94415,65364,12365,2925,2414,5458,1456,1250,right
50,96,94432,38341,47725,2514,7765,21975,2656,3447,right
63,74,95150,28348,9185,10370,8577,7545,2930,1886,right
43,84,95212,30608,20598,14263,12203,11669,5465,2961,right
38,69,95450,7621,12293,18471,4510,15292,3059,3093,right
48,67,98517,14681,20473,15330,13056,29012,2995,3064,right
63,97,98855,16129,16883,8450,7355,18224,2806,2698,right
57,91,101420,31309,14654,3207,7544,3587,1535,1739,right
60,83,104598,12350,7120,11511,5700,6576,3527,1898,right
34,94,104699,40573,18274,20591,7519,16158,3642,1408,right
61,87,105914,24018,5229,10097,4422,19608,4537,2244,right
38,81,106613,133983,9161,19386,5045,12473,2106,1796,right
40,87,107480,44570,14017,21884,6441,15781,5125,3702,right
40,56,108933,60521,7187,6657,2123,7668,1026,1012,right
63,63,110983,15121,11971,14197,4017,10493,4768,2419,right
26,56,113297,19178,10156,10307,2901,11567,4296,1847,right
40,75,113773,67574,13993,11635,7536,4313,2553,2818,right
47,60,114756,6844,18301,7043,14968,16724,3322,1779,right
56,77,115856,7861,30799,10677,7129,10340,4812,4895,right
70,87,116025,17469,14022,10458,4213,18569,3438,3275,right
61,88,116121,107164,38327,10238,12094,8656,4383,1339,right
30,64,117126,55849,6567,1311,8510,4277,2560,999,right
43,75,117366,86156,23771,8134,4601,20293,1516,1576,right
37,53,118764,14057,19307,14842,8339,7369,1955,2852,right
74,61,119413,46391,1312,6508,7909,7134,2576,2958,right
61,70,119521,33273,7410,29243,8750,15928,3085,1786,right
69,77,120071,66059,5564,10567,8386,9727,2742,1209,right
47,87,122876,18458,5087,16794,4828,15638,3777,993,right
57,88,124285,31758,24358,18776,9331,18638,4048,1953,right
74,90,127008,16258,16405,8608,6653,7989,5307,2794,right
66,88,127229,56720,20638,6085,8355,6137,2299,3402,right
60,84,128368,13971,11789,7625,6887,8219,7260,2126,right
37,56,129048,117463,10786,18257,16255,19786,3051,2755,right
47,84,133466,73107,44451,11084,7797,11214,3408,3703,right
44,84,133801,31718,4350,16102,7956,4622,4441,1519,right
60,60,134142,51449,12453,6995,12278,18654,2244,2060,right
43,74,137377,37593,15817,16956,3529,6874,3224,2230,right
37,78,140402,87310,17336,10333,4984,8081,1325,980,right
48,78,140719,59024,10227,10303,5833,7483,2419,2349,right
63,83,140940,16483,5722,9094,9583,9895,4799,1808,right
48,74,141561,99656,6951,12979,4352,5070,1610,2867,right
48,77,141572,102750,25752,30472,6974,29083,2287,2068,right
43,63,142075,52884,31221,23599,12181,7592,4308,5434,right
48,88,145808,45999,16444,9642,7610,14444,1587,1212,right
53,77,146693,72746,38235,6323,6252,19852,5315,2892,right
54,64,147223,148468,31161,11914,14885,11313,2273,8008,right
63,66,147511,49494,11720,8004,10340,22541,3289,2952,right
57,78,147632,12006,20216,9912,19699,5393,1948,1854,right
77,78,153288,12185,15639,16387,7243,13108,2198,1227,right
44,63,153853,125096,3291,7230,12027,41434,6695,1960,right
66,84,155416,27627,16136,3830,8157,15715,2535,1620,right
47,83,156472,6546,16567,6341,5367,4489,4948,2146,right
67,88,156822,22878,16085,14091,6417,10176,3132,3854,right
47,63,158325,61629,11483,5189,4105,3576,1552,1658,right
37,61,162098,137282,3115,18909,4768,8938,5857,2118,right
61,84,163926,14064,9663,15277,5280,10463,5922,2716,right
54,74,166598,41410,8114,11432,10104,9066,3655,4839,right
78,83,168092,3811,4277,1843,3090,4017,865,832,right
37,75,169347,142637,26318,15336,9879,10768,3521,3742,right
44,100,169506,111470,53659,31681,4205,17367,5288,7003,right
54,78,171797,26363,35988,11002,13680,10580,2872,2874,right
48,87,181688,33349,21751,6817,4760,22652,1509,1579,right
43,70,191265,42077,12291,22708,8889,16664,2870,2118,right
57,77,191368,58480,15893,20404,5541,16392,7724,1778,right
44,90,195796,7645,7462,15840,8658,8300,1725,958,right
38,70,200685,2180,1354,4661,1374,1837,1278,361,right
48,81,201133,69747,41350,14652,10225,12334,3633,1743,right
50,54,203655,34663,1612,2377,568,1994,212,223,right
27,78,206523,60203,47062,15417,10058,23947,5904,2350,right
57,90,206971,97207,63438,35401,6542,26821,4835,1400,right
53,91,207774,47710,22350,21731,14168,13241,3774,1716,right
48,84,208016,24902,48146,4699,5564,13363,2541,5650,right
51,91,215212,106029,63014,19936,5396,13627,2062,2245,right
54,78,215730,44317,13628,26410,8703,7793,3130,1418,right
29,53,217943,49144,12286,19606,6428,8948,4047,4291,right
74,77,221958,32604,13994,15049,21323,17293,5947,2766,right
14,74,255247,70249,36805,24317,17969,38642,6333,3032,right
50,63,261648,10228,530,9344,1696,3700,962,406,right
54,78,267708,22020,12563,7039,4829,2150,922,364,right
30,77,268159,52464,15921,5220,1324,6561,1999,937,right
40,80,285094,38578,17858,21536,5486,24397,3456,2025,right
30,61,286653,124525,21736,11187,10073,27876,1240,1797,right
57,63,293071,43744,6725,9622,4633,22576,1930,3146,right
53,83,325508,68546,9252,11600,10617,6918,2078,2148,right
48,78,329944,150989,40119,18734,8805,17519,2765,2312,right
67,77,394203,183181,14914,21544,4893,23933,2989,2949,right
54,70,429323,155026,21389,14198,11776,14752,6236,2937,right
10,69,469470,202636,48970,27265,3611,15425,4223,2157,right
35,63,492068,91489,8108,19619,10956,19071,6810,1829,right
50,63,506684,273867,15027,19836,5750,10852,3002,1987,right
50,69,506790,203121,19636,12036,10631,15659,9111,3757,right
48,93,508427,27046,33306,36422,3229,22572,5796,2711,right
26,44,569330,248266,6140,6477,5862,4359,12551,3074,right
30,90,637778,156331,52821,35120,3356,18263,2727,2248,right
26,67,726106,140359,8956,2362,5886,2211,1627,1802,right
75,91,738155,39584,16615,35298,24041,9483,5281,2970,right
