att,rlx,del,the,lal,hal,hbe,lbe,lga,mga,result
56,50,134445,148993,21293,12167,9641,15079,4414,4528,left
50,66,238607,98355,16150,18470,11356,21425,3324,2012,left
41,61,175323,76899,18562,8696,9550,17844,4633,3016,left
44,69,79485,71773,27977,14055,7105,4124,2386,2676,left
48,81,471037,191605,82613,29123,6353,12254,3900,1907,left
43,64,139210,134468,4559,4715,8657,23532,677,664,left
57,74,92581,58810,24010,21338,1212,3118,5921,5885,left
70,80,147767,24955,49675,2736,8301,28009,2907,3768,left
78,64,156336,157387,36398,23748,5047,27408,5578,3579,left
90,56,141106,45533,31920,14914,4602,14157,3187,5257,left
80,35,101909,122185,8960,12403,25883,7252,4402,2928,left
70,34,163911,57304,8929,16002,11605,6001,3673,2315,left
69,50,151340,35648,16240,30833,12742,12850,3103,4249,left
69,60,254423,73225,17257,12104,16018,53307,5795,1658,left
63,83,100543,94711,48702,6320,16867,10363,10822,3471,left
57,81,131748,211523,23878,27420,10648,22449,3741,2730,left
51,78,140747,119079,1511,35223,13133,6954,9615,4490,left
41,63,95983,48676,34475,60992,8907,23089,5505,3955,left
44,53,197444,40651,5581,2883,7602,22126,556,1228,left
50,51,20335,135875,39894,9517,1072,2153,7880,5523,left
56,27,215048,24912,21667,17914,6885,14884,4279,4066,left
57,26,77105,74548,10333,25821,6280,26986,3750,2208,left
61,17,1303588,157833,20470,16153,6879,8239,4133,5963,left
64,37,481596,115586,12101,9100,8498,11191,3978,7473,left
64,66,173500,95342,23148,16601,16997,36445,6837,2740,left
64,69,79742,126773,14971,8103,8405,27672,9805,2406,left
61,96,332311,160740,78532,4824,9155,16019,9311,2291,left
63,90,148530,106982,34720,8706,13037,10238,4137,1920,left
61,80,69646,63370,9806,18068,9092,3596,4514,5802,left
64,80,108401,42436,57529,9348,6949,13729,4690,3098,left
67,69,141535,101720,40408,5794,4664,25206,3419,1789,left
61,61,821315,53985,14741,21921,9773,14424,2713,4269,left
56,35,180910,42662,18251,29593,8225,19956,4713,10923,left
51,35,195610,58171,33505,18625,16317,20045,5889,2879,left
48,37,147988,161006,47313,7261,10143,27574,5737,4389,left
50,34,104073,74066,3549,1173,8488,19526,1628,900,left
48,54,111019,110453,22591,16269,3300,3176,3253,6385,left
53,80,113626,60296,56049,20097,8083,12273,5411,2363,left
51,80,180948,161796,3050,35453,9315,6179,3408,2504,left
48,75,105852,132387,45187,11189,9966,11949,3574,2433,left
50,74,124327,115738,107685,12913,8804,14259,4689,3183,left
53,41,177294,165189,23518,81114,12214,26548,6508,1850,left
57,48,169297,33079,15999,19691,9335,16328,3740,3568,left
63,60,79434,130054,43182,10189,7474,12657,9078,2198,left
77,60,50759,150849,8580,6500,10134,15597,2836,1355,left
74,56,91695,139285,43062,23148,8658,34500,1425,4768,left
64,26,97197,64855,15341,10464,6718,19327,2458,4359,left
63,24,58719,34517,14132,13125,5334,8810,2530,2065,left
63,24,241427,42441,2099,13198,15949,15897,8923,2869,left
51,29,70582,42990,16277,5767,9826,25388,4940,3000,left
61,47,76046,96428,90869,8716,4866,10359,6070,3542,left
66,37,126529,163549,11889,10143,15698,37275,4052,4153,left
51,37,250131,186305,6730,5334,12449,13527,1051,1009,left
53,37,99763,32861,4690,8976,1861,5982,2104,1308,left
50,40,22738,66598,18490,11369,3178,4069,4322,7588,left
44,37,38852,24538,31155,17958,14787,14365,5870,3962,left
61,38,92181,106419,23642,8412,6427,15261,3495,4411,left
67,57,214324,112944,23693,15802,6993,15492,3290,2579,left
78,54,120959,204390,9775,15375,4352,16184,4869,5478,left
81,69,109707,50171,3911,7045,9189,18437,2484,3856,left
69,66,409928,112315,17874,45135,7393,4831,2298,3455,left
74,47,88686,18358,44289,8288,9618,13056,5812,9912,left
57,43,112428,71004,37957,8841,20675,32010,10831,5812,left
50,41,66180,64093,19116,12209,8415,20796,5103,2680,left
41,51,121283,63395,7914,16259,7376,24133,10371,2893,left
35,60,161217,88533,36536,35308,14771,19639,2107,3513,left
43,51,209820,99945,44620,19478,8092,17850,4895,2223,left
57,43,112731,192927,43724,17168,5599,14364,3818,3610,left
61,34,236597,117863,12335,10274,3759,3409,3562,2080,left
57,17,75055,93539,7748,7109,4971,9321,4386,2398,left
54,23,140560,64617,1034,4409,6332,12861,2672,770,left
50,26,45757,66730,18976,19351,3077,4590,3700,3335,left
53,23,131006,14674,6791,8402,5386,7027,6406,1883,left
54,17,178716,127620,28536,8943,5681,10162,6837,2744,left
56,43,160417,134700,23912,20627,11019,9072,2600,1516,left
