att,rlx,del,the,lal,hal,hbe,lbe,lga,mga,result
70,35,173930,48441,16005,17265,11847,12515,4374,4004,left
53,41,176084,74727,7279,3345,6654,20664,5663,2658,left
93,61,180082,18108,21108,11668,18844,14983,2149,5412,left
100,60,181024,36155,4062,7533,1598,3583,1176,470,left
48,43,182557,79982,35692,17228,8184,32418,4928,3234,left
60,29,185973,46792,12220,4438,2958,5248,949,523,left
75,34,187587,289557,19350,22661,13930,18126,3466,1380,left
75,21,196722,104974,46200,26467,7954,15569,5009,3217,left
74,35,197773,40331,22299,7539,3917,15982,1388,1151,left
57,43,198249,124874,21408,11474,11035,10020,10462,2453,left
84,24,198758,117600,50925,8823,13100,7919,7576,3495,left
93,30,199629,113304,30643,38800,8733,18111,3686,4410,left
83,34,201156,125354,53335,28604,14222,13966,1935,1842,left
78,35,208751,16705,5987,2437,1092,2629,486,210,left
100,44,210526,39798,23916,1805,3110,10291,1534,773,left
53,30,213263,58535,11585,3534,2102,1962,343,518,left
83,56,214757,44177,1165,29300,12646,13967,2284,3208,left
57,24,215030,137195,29846,19929,5189,10153,2043,1381,left
94,7,217990,36601,26291,53317,17158,16985,4056,3401,left
48,1,220423,329768,74642,44993,15561,20597,1705,2749,left
100,23,221732,148694,5012,10467,11043,33479,3178,1911,left
60,10,221750,12383,3911,11821,1267,1963,512,933,left
90,26,223541,61221,19840,9676,8386,9465,1093,962,left
47,10,227704,61988,2461,6060,3608,2398,1576,1157,left
63,11,228567,27510,12925,4210,15966,11193,6769,10516,left
84,43,233013,173022,9382,9890,4678,5132,3724,4438,left
94,37,233219,161555,27850,10299,9561,19277,4950,5975,left
57,30,246092,154748,24116,22223,5351,23036,3545,2550,left
51,43,247732,78373,11990,23537,7063,17837,11822,6297,left
100,13,250093,230224,36908,15081,11394,8787,3543,1860,left
60,41,253507,79086,9291,14099,6641,24134,6757,4348,left
77,41,263377,208421,8374,5108,12904,6904,3477,3253,left
81,13,282298,17598,7921,2582,2289,2738,714,505,left
100,34,285285,86194,16305,7613,2312,4138,3855,1160,left
63,34,291654,5814,1170,7776,6108,1168,954,445,left
90,11,306572,96461,25626,21845,14871,18878,4841,9289,left
81,37,307774,97457,42234,42846,8724,34788,4036,2861,left
69,41,308424,66874,57743,38583,11990,34471,2983,3158,left
51,23,308859,92368,6683,15776,14942,8833,4182,6851,left
44,4,313816,167905,22277,7221,14460,6509,10246,9005,left
84,27,317546,53477,29771,18621,7067,10951,4505,1695,left
54,48,322091,61729,21573,30801,24082,20084,5078,3664,left
97,21,322833,101586,42263,8079,17359,36977,3707,2741,left
96,24,337049,227682,7561,15272,14593,7291,3816,2976,left
67,10,341468,117151,8337,33619,12051,16440,4055,1322,left
100,10,352684,242605,19435,25983,14704,24717,5885,4498,left
57,30,370791,11132,3483,1895,633,1591,282,210,left
57,23,382569,96431,27579,31172,10849,21388,3492,1963,left
74,23,383243,43910,47052,35119,16277,37252,8091,2339,left
54,26,394869,136882,16334,43972,13521,6340,4436,2728,left
69,56,412646,167131,23419,7516,2567,6447,3596,868,left
88,20,421017,61249,40376,44260,16974,14526,4162,4191,left
60,11,422983,132393,106499,35897,13819,21047,3826,2858,left
78,43,427992,110507,7122,28660,50756,14576,6862,2028,left
90,21,479818,156436,35955,11641,16286,32799,9177,1610,left
67,30,484325,102992,26467,39007,19827,22030,6358,3257,left
61,35,494295,53541,4321,43285,7291,9163,6072,5792,left
87,34,518200,56822,8314,29654,9971,3622,2933,1868,left
93,35,522247,62556,5131,19305,7605,18435,2035,1884,left
84,51,559215,12980,48525,23891,30714,8566,2736,3235,left
51,4,578808,87228,14816,26880,8871,9665,4450,3602,left
66,50,582514,259265,176577,29794,10426,30477,8520,2837,left
70,41,636613,133284,42231,48445,8166,30771,3680,2355,left
66,63,650923,30215,27995,9925,9444,12220,6457,3304,left
54,10,669121,105504,13563,5011,12553,19074,7253,4966,left
83,40,695330,17833,10346,22358,14108,11049,7218,6228,left
56,56,717337,54174,24058,1507,3455,2411,2392,1579,left
56,43,738598,111129,61185,29758,7077,18871,2787,1881,left
91,37,780901,128937,17815,21691,22878,14359,7134,5711,left
63,16,807505,71869,11675,15828,9876,6121,2417,2453,left
100,27,824610,217859,16057,18986,18093,36202,7589,2917,left
48,1,961486,61869,22044,25230,8775,13731,8050,3734,left
90,34,1018376,174009,38221,65218,7991,14054,5715,1568,left
81,35,1097191,270679,82312,9070,27069,17700,5947,4904,left
54,41,1202952,173290,41983,20230,3934,38741,5125,5992,left
60,30,1241425,201319,36735,9968,19136,50709,7717,4181,left
100,21,1383066,85971,55800,49512,15965,23659,4128,2818,left
96,16,1534871,258544,50418,10034,14142,15982,1995,4233,left
61,23,2282422,187726,58916,18340,13665,13954,8585,4215,left
