att,rlx,del,the,lal,hal,hbe,lbe,lga,mga,result
54,23,140560,64617,1034,4409,6332,12861,2672,770,left
100,44,210526,39798,23916,1805,3110,10291,1534,773,left
54,53,27227,28544,17579,4764,3952,2806,637,777,left
61,90,180914,17582,2960,17926,1808,2116,1775,777,down
83,77,12710,9979,1851,6741,6465,4508,1698,786,up
64,48,222609,37490,11860,3241,3767,4856,591,788,down
54,41,192487,33360,3705,4607,3123,5765,1771,797,down
43,35,71705,47093,3459,9380,1348,3860,621,801,up
43,69,39356,23128,6580,8223,5227,5773,1303,809,right
60,56,16869,9416,4329,7934,2123,3868,2151,809,up
37,60,233494,21749,5308,3937,4403,6691,1223,821,down
77,75,144976,38073,15051,7213,9162,6301,2486,821,right
44,27,58482,46164,1796,6591,7174,7935,4810,825,up
57,57,72324,16003,9960,8408,6443,12427,4039,826,right
67,48,40325,13108,12135,4815,4198,13946,5621,826,right
78,83,168092,3811,4277,1843,3090,4017,865,832,right
35,54,19540,7782,15189,3239,4541,10752,4759,841,up
94,67,117831,13994,2939,3758,1919,4657,685,842,down
53,47,139125,18748,6510,4093,3374,2629,1159,843,down
64,1,158806,17002,10511,1110,4395,8374,963,845,down
87,64,103234,63017,11025,13272,2622,9428,2089,847,right
100,69,28394,15501,5518,4255,7528,9368,3663,848,right
64,83,47956,14536,34483,8088,10194,27628,2826,855,right
56,44,91514,90590,8158,8540,4040,5121,1669,857,left
69,56,412646,167131,23419,7516,2567,6447,3596,868,left
64,67,4505,16704,8704,9463,6186,10379,3043,869,right
83,70,66341,61481,21632,4302,1685,4103,657,874,right
81,90,305996,43698,17373,14852,6985,8875,1436,875,right
100,51,439808,100677,54287,15100,10895,10719,4639,876,right
56,53,9173,7036,10816,15818,11488,15744,4403,882,up
53,29,139764,11349,8743,2045,3236,1546,1141,893,left
67,48,191851,18927,4526,6045,2520,3941,1936,893,down
100,37,24659,32972,19388,6579,2032,3302,1593,896,left
74,88,118951,10723,13309,7334,2510,6631,2283,898,down
75,54,12624,27981,19514,12701,9984,4568,4928,898,up
61,50,37769,13869,8986,18175,6969,5451,4242,899,up
50,34,104073,74066,3549,1173,8488,19526,1628,900,left
90,66,11211,48652,19403,18031,8280,9052,2317,901,right
80,81,83098,100396,9033,9946,6397,6173,3153,905,right
75,74,171796,82015,23144,8107,6477,14906,2809,908,right
26,96,64108,8993,18080,11006,5246,7962,3738,910,right
38,48,176375,136049,42761,27283,8904,11196,8322,916,up
56,53,84583,39911,4501,3214,4263,3072,1719,920,down
64,21,210777,75340,1617,8099,3804,7155,1991,929,down
60,10,221750,12383,3911,11821,1267,1963,512,933,left
60,63,34313,4404,21736,10296,4793,16845,1851,937,up
30,77,268159,52464,15921,5220,1324,6561,1999,937,right
87,96,50541,82177,31944,19155,12101,12209,1434,939,right
35,37,300902,14042,4087,704,1456,635,1052,940,up
51,63,11702,12451,6386,7822,6627,4861,1782,945,up
61,20,81166,13408,1969,581,2482,2566,2492,945,down
70,61,65285,8106,4589,3540,4018,9872,1917,950,right
88,81,176993,7565,7780,10752,3003,4303,2089,953,down
61,23,448422,185117,9484,55087,6206,16200,3428,957,right
44,90,195796,7645,7462,15840,8658,8300,1725,958,right
90,26,223541,61221,19840,9676,8386,9465,1093,962,left
75,97,15264,3857,10883,10078,4735,13103,1802,964,right
41,23,109903,45413,1431,2710,3084,2646,1505,966,left
88,80,35487,9526,30110,16710,5184,19414,5316,968,right
83,43,2017,9065,13522,13148,2963,16363,2590,969,right
61,16,17854,20568,10172,4471,7731,8777,735,978,up
37,78,140402,87310,17336,10333,4984,8081,1325,980,right
84,48,134682,57853,15556,28005,4510,11578,4220,981,right
70,47,12495,7131,12590,6772,6300,6659,3561,982,up
80,83,274166,77730,18866,22443,6700,41228,2318,983,right
47,87,122876,18458,5087,16794,4828,15638,3777,993,right
51,29,185915,22110,9108,2766,4027,4895,1490,995,down
83,64,31384,18415,19436,9200,4765,9381,3660,998,right
30,64,117126,55849,6567,1311,8510,4277,2560,999,right
74,53,18950,11382,14777,4808,3517,10917,5337,1002,up
69,94,57332,32991,29304,13111,17678,14535,3120,1006,right
51,37,250131,186305,6730,5334,12449,13527,1051,1009,left
64,44,32773,29292,4213,1731,2384,4030,775,1011,left
48,84,36958,16889,7104,31631,6658,9793,3898,1011,right
40,56,108933,60521,7187,6657,2123,7668,1026,1012,right
81,66,209665,73950,19150,25258,17057,20563,4355,1015,right
66,35,114116,28099,6153,5780,4841,4509,1408,1020,down
81,54,8320,5360,25185,17061,4026,4542,2793,1020,right
87,87,50923,85617,58972,37716,6076,15328,3326,1020,right
90,94,14418,37528,14432,57005,5643,21310,3586,1033,right
97,64,125300,124264,47968,22182,6629,17342,4932,1034,right
78,64,177056,114605,25223,8917,4623,15601,6535,1036,right
43,11,28807,17397,12502,12998,5896,3431,2355,1038,up
23,26,123224,108324,55754,11829,10908,26783,7861,1038,left
70,54,426341,140916,18399,20135,5925,38125,2788,1041,right
50,84,79263,23290,18570,14925,7035,4829,2108,1043,right
84,74,40807,24875,39134,34011,6615,33717,6541,1043,right
93,97,144837,79260,17243,13950,5040,5307,1484,1044,right
81,74,17939,15844,5405,10571,7658,12618,2292,1045,right
78,66,40129,54072,14077,7761,3473,6683,1246,1046,right
48,20,4781,9796,1530,4029,6757,6040,2934,1051,up
91,91,194452,166096,24275,10740,18427,5992,1765,1052,right
74,51,5440,6176,8937,3526,8067,8211,1598,1060,up
97,94,186443,74375,21156,12326,3662,7765,1664,1060,right
48,91,44342,16646,16783,5406,5302,5046,2250,1061,right
61,87,77253,3203,5131,7950,2126,5202,3039,1061,right
70,74,13471,11976,6702,4677,6511,10627,2799,1063,up
81,81,2715,7355,2126,6942,6491,10729,3329,1068,right
66,41,149014,22716,7533,2608,4072,2360,844,1070,down
53,41,85918,51272,8333,21257,3705,18737,4037,1071,left
61,70,76140,30885,11506,6568,5631,9875,1873,1072,right
74,81,58557,31139,26212,19213,7776,15253,2639,1077,right
80,51,61904,34003,8677,25978,8490,7738,3270,1080,up
61,80,31876,19077,21909,6174,4081,11030,3015,1084,right
57,47,68865,172227,41322,4084,17095,5479,4678,1089,right
81,94,127956,83311,36046,17331,14378,16815,3983,1115,right
70,24,259529,23187,5832,848,4386,5369,1164,1116,down
81,64,61969,25060,11056,9128,8573,9198,3774,1119,right
50,64,62108,34076,1397,3611,3196,7809,735,1125,right
35,44,278022,30183,15832,2334,4423,12406,3361,1126,up
63,56,21848,17972,4109,17682,7884,13480,3981,1127,up
53,66,6703,7598,17385,20435,3967,5110,2592,1128,up
80,34,28843,16480,6120,5535,5285,6097,4331,1128,up
97,75,4537,24088,6239,8748,7242,6011,1620,1130,right
80,75,24238,15772,8641,6361,3457,10697,2280,1131,right
70,78,15457,6602,7963,10312,7583,6255,2172,1134,up
75,81,60381,18682,13631,14156,10451,13769,3181,1137,right
61,44,153655,67589,47038,21361,7350,14177,3222,1137,right
66,26,54938,138614,4409,3318,2434,2153,3788,1140,left
75,50,61677,20360,1970,7067,4911,10430,4200,1142,up
77,77,32943,40238,3105,2451,5273,10318,2850,1145,right
63,53,50891,26620,14151,8708,8251,5567,3554,1148,up
35,27,9812,45352,9356,9968,5593,12323,4021,1149,up
67,48,96318,152546,52294,10805,7402,9060,4571,1149,right
100,97,13546,9789,9390,1561,2216,7337,594,1150,right
74,35,197773,40331,22299,7539,3917,15982,1388,1151,left
100,23,119196,17536,3031,8678,2239,6191,976,1152,left
77,57,7670,7226,28080,14280,7704,9828,2377,1154,right
47,10,227704,61988,2461,6060,3608,2398,1576,1157,left
80,83,7237,8664,24729,6362,4519,29397,2720,1159,right
100,34,285285,86194,16305,7613,2312,4138,3855,1160,left
87,44,151235,29431,5069,6455,2507,1325,2456,1161,left
56,94,77976,35336,21026,10764,3898,8157,2263,1162,right
44,60,64342,63538,10970,8464,5691,10401,3121,1169,up
77,48,158872,130897,31588,7501,6533,4199,2396,1171,left
48,35,2761,4380,12415,5515,3889,9305,3841,1176,up
13,41,91244,37948,4242,2708,2106,9751,1272,1178,left
70,54,2961,19812,8576,14755,5900,6485,1956,1178,right
90,93,119612,36848,8006,10560,12216,20595,6557,1179,right
38,41,120261,143727,13810,14485,8874,33977,6785,1179,left
63,74,390303,113673,80585,8170,9548,5127,1863,1182,right
63,81,76435,12359,10798,7176,8275,11100,2801,1187,right
43,20,45414,29271,2563,5629,2641,5939,2810,1194,left
50,27,146102,18107,1781,2738,2611,2494,1052,1197,up
60,50,10112,11180,14649,9344,5886,12668,10317,1199,up
43,74,49642,13433,17098,12215,7385,9897,2479,1200,right
40,51,191125,141202,12649,36573,9533,23716,3024,1207,left
69,77,120071,66059,5564,10567,8386,9727,2742,1209,right
48,88,145808,45999,16444,9642,7610,14444,1587,1212,right
78,60,7143,12744,15977,15967,10420,10545,2831,1213,right
93,67,437720,70645,22405,9471,4180,13135,6911,1215,right
77,100,159519,101367,21612,33648,3079,22595,3907,1217,right
30,56,167046,106594,53024,10577,10866,23472,2610,1219,left
66,60,7461,14743,2836,13964,4438,11847,7050,1219,up
77,78,153288,12185,15639,16387,7243,13108,2198,1227,right
44,53,197444,40651,5581,2883,7602,22126,556,1228,left
77,70,22658,125847,6701,11955,5216,11578,2080,1228,right
87,53,47994,96563,12079,9686,7128,8363,3764,1233,right
88,88,58018,26161,6807,4610,1817,4769,851,1234,right
83,87,46617,18554,7846,6587,6044,10639,3582,1235,right
87,75,182474,13364,9940,887,5724,6464,1714,1236,down
23,26,37030,52316,40269,14648,9037,11851,2098,1236,up
80,41,402843,65175,10105,12501,4899,7846,2918,1236,right
88,66,56970,144601,18904,5668,4109,5919,3115,1238,right
74,77,32131,51979,17331,18943,12065,21576,1549,1239,right
84,67,200740,29618,43896,53768,13033,14979,3901,1241,right
60,54,16235,29658,14300,8975,10507,10203,3292,1244,up
57,69,47405,25656,7733,9135,7309,13659,4625,1245,right
64,50,139606,28104,8169,5405,8744,6873,3201,1246,right
14,40,371511,68131,6236,10012,8695,6442,4465,1249,left
44,67,94415,65364,12365,2925,2414,5458,1456,1250,right
64,83,31273,4679,12983,16780,6252,10718,4057,1252,up
84,67,417699,225758,14374,17189,7215,25903,5288,1261,right
100,63,262930,46282,36927,24389,6800,23810,1712,1269,right
61,77,12246,14216,7586,3640,5095,10193,1458,1272,right
80,80,50190,11504,17756,7700,2279,5131,2643,1272,right
64,37,794649,211304,29261,14750,14917,15160,7035,1279,down
61,57,10049,13996,16710,10928,5017,11585,1367,1284,up
63,100,180431,69759,25897,8129,10795,16982,5113,1284,left
81,54,3142,4514,8974,9193,6322,10891,1266,1287,right
77,47,24920,8875,20760,11047,5913,18238,2836,1297,up
60,57,6887,22717,6615,10491,7077,6592,5197,1297,up
67,84,35156,42176,8429,19041,9322,18325,4731,1302,right
26,54,28222,46126,65035,18534,5052,11337,2734,1304,left
70,54,22145,15040,12216,8909,4459,3996,3385,1304,up
61,74,11280,3839,18018,7560,3575,7957,3470,1306,up
27,47,124064,133614,58820,10870,18789,25022,2850,1307,left
53,37,99763,32861,4690,8976,1861,5982,2104,1308,left
93,87,82928,168158,14737,28449,11431,30690,4470,1311,right
87,69,25970,30464,7360,6124,7743,10157,2457,1312,right
26,60,87314,78903,10519,12028,4028,6595,4627,1312,right
48,38,31371,22334,8855,13618,7083,9081,5701,1314,up
13,56,433841,22093,5730,12421,13164,17732,2635,1316,left
1,57,3024,19355,21393,21107,5973,5094,2344,1321,up
67,10,341468,117151,8337,33619,12051,16440,4055,1322,left
1,43,168759,64981,30838,19857,9981,6426,3093,1324,left
44,54,76779,37182,29760,15327,13506,13634,5327,1325,right
90,91,111668,90061,47514,11239,6008,31347,2272,1326,right
63,78,44733,44290,12488,10204,6274,10116,1907,1327,right
35,41,3536,13461,9960,6658,7137,11621,3101,1327,up
64,54,35555,13150,18494,25966,7562,8384,1733,1331,right
77,11,20018,21194,921,11116,11446,7613,2621,1337,up
61,88,116121,107164,38327,10238,12094,8656,4383,1339,right
78,70,8401,13835,6486,8665,9913,16277,2484,1343,up
81,94,245598,149011,3544,10909,5611,11207,2383,1344,right
66,41,95661,86951,11821,9077,5395,28103,3773,1344,right
80,38,32566,22301,7105,16119,18596,10198,3111,1350,up
74,41,21668,52370,15646,10958,9899,30473,5008,1350,right
69,75,74033,36513,12264,10725,6287,13468,4193,1352,right
23,57,41606,90353,36766,7065,10241,22306,5252,1352,right
35,84,74377,41884,10339,9905,3331,15348,2458,1353,right
81,75,33278,26985,7893,8547,6937,6682,2766,1355,right
77,60,50759,150849,8580,6500,10134,15597,2836,1355,left
43,51,71548,16488,10155,12190,6604,18801,3233,1357,right
60,8,422813,108655,16070,12910,5770,12576,2664,1359,right
53,64,3724,16667,12190,21610,9961,13280,1898,1361,up
83,43,95616,9062,1076,6217,1552,2409,639,1364,right
56,69,23138,27181,10456,6766,3435,7948,1842,1367,right
54,41,243728,79451,3059,32532,9429,19610,3871,1367,down
51,47,144329,11355,3763,4073,3757,3020,1379,1369,down
47,60,8192,9713,2831,9064,6999,6618,3101,1372,up
75,34,187587,289557,19350,22661,13930,18126,3466,1380,left
57,24,215030,137195,29846,19929,5189,10153,2043,1381,left
69,88,14205,3816,10937,19433,5470,11124,3028,1382,up
41,53,41923,31762,3751,7088,4620,12879,3443,1383,right
30,23,155595,32348,13053,11509,2744,1583,1028,1385,down
66,75,73614,156392,46016,6948,15012,13711,4510,1385,left
63,35,116819,26387,3413,8486,4175,2450,1237,1387,down
77,67,264545,71499,35455,8097,7253,5536,2966,1387,right
61,61,21812,53216,13910,16084,8194,6727,2733,1389,up
74,37,9316,26531,3383,9033,6205,23240,4639,1390,up
64,43,7249,7177,2077,10996,2876,9302,2433,1391,up
61,30,12376,7248,27298,15368,9374,11576,3248,1396,up
67,41,114771,66467,15960,14207,10645,32616,5791,1396,right
57,90,206971,97207,63438,35401,6542,26821,4835,1400,right
40,69,73561,54959,9637,5819,5386,12778,2077,1401,right
78,90,21034,14579,5417,5863,5344,11443,3363,1402,right
50,66,127172,27871,3705,6282,4530,6451,1909,1403,left
63,75,200346,18348,9902,3863,803,3821,1333,1406,down
16,51,311741,114803,4595,34666,12657,16282,3077,1408,left
34,94,104699,40573,18274,20591,7519,16158,3642,1408,right
43,56,7642,12076,10467,9387,4638,6590,2417,1410,up
93,77,175841,91127,39390,22476,5163,17627,3924,1410,right
51,80,43128,58985,30872,9651,5004,10106,3477,1412,right
35,29,70805,66156,37061,28883,11208,28202,3981,1413,left
75,47,24961,12866,2218,14135,5882,4952,2222,1414,up
78,70,138581,77671,54317,20976,9379,21886,2459,1414,right
78,44,99703,49687,3873,7462,4814,9522,2590,1414,right
54,78,215730,44317,13628,26410,8703,7793,3130,1418,right
83,61,4374,14817,10220,12927,8749,7004,5699,1420,up
80,61,9544,21018,11421,6269,8087,10052,3855,1421,right
81,61,25589,18585,9207,13650,5011,12913,6001,1422,right
74,57,33166,10517,17618,14543,4122,14852,1631,1424,up
13,61,185859,44539,18643,41854,7096,23413,2482,1424,left
29,41,732929,41451,10424,9869,3671,9813,12757,1427,left
11,27,326642,72429,7042,17202,10506,24955,6269,1430,left
83,38,92337,31775,13769,4579,4172,5511,633,1434,left
61,80,44833,11625,6680,7833,6991,5358,2251,1436,right
4,37,122400,9438,3440,2459,1260,5244,1049,1440,left
69,51,41436,7040,3168,7641,8621,17925,1471,1448,up
69,37,10998,10929,8295,5201,14772,7290,2064,1448,up
63,60,11257,24100,10086,3944,3930,10261,4316,1448,up
57,81,60636,18093,7469,12416,6497,9726,3164,1450,right
87,70,23277,4648,7779,19111,4350,8744,4269,1451,right
93,83,31472,51890,8097,15029,8329,30111,11280,1454,right
69,67,270022,4647,8677,3535,2469,3795,1058,1456,down
91,43,13705,4496,4354,2140,5491,5105,1942,1457,up
43,40,409230,197346,9930,8361,14729,10754,802,1458,left
88,54,32827,11467,4357,12696,9607,13189,2418,1459,right
77,75,248306,50310,9027,13660,3489,13618,3517,1464,right
53,67,146931,21911,8035,4825,3353,4565,4155,1466,down
40,53,520038,87941,24506,11434,5128,16638,2784,1472,left
1,37,254696,24103,14124,2331,5620,8305,660,1473,left
100,87,246612,37359,19067,9819,1986,7212,780,1475,right
11,30,1023558,74417,18793,18215,10054,24073,3097,1475,left
47,48,27554,56564,5572,11971,12987,8710,5565,1475,left
94,96,29355,19205,16403,14572,7944,5049,2856,1478,right
88,41,122254,102060,31941,8546,4372,9356,2602,1479,left
90,56,29283,13197,21252,3639,5655,4362,4005,1481,up
43,48,429075,206978,13404,18151,9088,15452,5083,1482,down
57,51,6999,54086,11672,10676,16693,8838,3404,1486,up
100,78,2040,10596,27943,21647,20887,13756,3541,1487,right
44,64,62015,51143,9205,12921,3139,13052,3673,1488,left
48,94,49940,14009,34862,26886,8455,10628,2888,1489,right
53,74,44615,8747,6653,2750,9069,5588,1893,1490,right
81,34,422665,41007,116049,19537,10038,46488,4818,1490,down
38,63,1380,8079,11136,7496,5747,4514,908,1492,up
80,14,6067,8451,6718,8948,9665,12815,1684,1492,up
57,41,172203,18046,18948,15749,1314,5861,1502,1494,right
23,51,5842,14766,7808,7438,5181,11361,4586,1494,up
54,78,89304,19211,6316,12290,7987,10109,3615,1496,right
57,44,6203,3823,10196,20793,8766,8160,2749,1497,up
96,77,9466,5835,5127,16105,6486,14676,5579,1497,right
77,81,64274,22650,10037,2931,6748,8434,2711,1498,right
77,87,16058,12199,11478,10396,6025,5817,3634,1498,right
81,61,11843,23387,25880,16056,9064,17193,4729,1498,right
56,70,54905,19889,15338,5885,5465,6109,8400,1500,right
61,74,4881,4076,9556,9683,5261,7457,2047,1505,up
60,90,48767,25709,17054,3895,3326,2920,4610,1508,right
91,81,3290,22189,4634,6057,13711,9857,2727,1510,right
80,47,381250,42748,16434,30861,10665,22546,3929,1512,down
74,60,337571,199948,97881,50263,15317,28755,14475,1512,right
53,37,3192,11432,4904,13917,5017,10178,885,1514,up
56,43,160417,134700,23912,20627,11019,9072,2600,1516,left
44,84,133801,31718,4350,16102,7956,4622,4441,1519,right
51,41,25148,8138,12820,10522,7389,13546,1525,1524,up
78,70,23716,18718,9685,7896,5743,11820,2269,1532,right
47,14,77909,43419,29491,21476,10144,18754,2985,1537,left
100,84,245659,137033,28292,16071,1990,19889,5257,1537,right
24,66,4347,7144,9359,6107,3217,13257,2969,1538,up
50,24,7257,11034,4962,15243,6141,16101,2895,1539,up
48,87,7144,16095,20313,23857,3251,10370,5461,1539,up
97,75,148286,24026,21670,12564,8949,1714,1825,1540,down
80,66,34487,9030,8829,10329,4970,9798,1963,1541,up
60,70,56236,54823,56438,5234,8873,5398,2897,1543,left
87,77,8121,27961,14048,3726,5402,13217,2190,1544,right
17,53,144753,118275,29737,38889,20967,10718,4629,1545,left
88,87,9341,17112,14408,11364,9359,21189,8800,1547,right
67,43,51054,37677,9192,34960,12502,13186,2314,1548,right
40,51,73526,23396,5099,7652,5700,13211,2472,1549,right
100,80,69084,19872,12625,14096,8937,9919,2141,1551,right
75,61,422784,21501,38874,3772,9334,14911,3918,1553,right
93,38,6926,14812,5169,4280,8068,26128,4906,1560,up
51,60,11963,11709,14849,10448,6931,10437,1854,1562,up
91,94,78158,126304,11726,9258,6546,9890,1874,1564,right
10,27,301495,116000,53786,8487,6379,28996,5981,1567,left
90,34,1018376,174009,38221,65218,7991,14054,5715,1568,left
38,44,15133,10402,8170,10608,4572,13252,1738,1569,up
80,23,41378,15631,9034,2827,10793,26857,4805,1572,up
83,100,1312,7859,20010,10458,5996,5222,2252,1575,right
43,75,117366,86156,23771,8134,4601,20293,1516,1576,right
48,87,181688,33349,21751,6817,4760,22652,1509,1579,right
56,56,717337,54174,24058,1507,3455,2411,2392,1579,left
100,43,61788,26389,13815,6404,9351,14635,6439,1583,left
90,90,239962,147606,50280,11021,6421,4880,2764,1587,right
21,50,88221,146853,19040,16808,12274,10493,3947,1594,left
80,77,81578,126071,60393,15515,5336,6314,2195,1596,right
60,60,18356,9434,12761,6129,7038,9156,2420,1600,up
64,53,199971,167769,20942,18742,11312,9054,4441,1602,down
61,37,634575,111435,18488,6012,6365,25837,4066,1603,right
67,97,244633,147595,5726,49610,9613,10562,5050,1603,left
96,90,6807,17458,4680,13574,1770,7296,4052,1606,right
61,83,26377,2686,23344,2276,5014,8195,1635,1607,up
90,21,479818,156436,35955,11641,16286,32799,9177,1610,left
90,57,35516,49930,20959,13484,6425,15597,2870,1611,left
83,77,59273,70385,23622,14587,11335,3668,3927,1614,right
69,56,42571,6021,8417,7658,7057,11434,3117,1615,right
47,87,59461,48364,21323,6195,3251,10285,3430,1615,right
56,67,20342,10116,11244,9778,6281,9191,2103,1616,up
64,48,175267,44332,45552,7454,9079,26655,4523,1616,right
66,84,155416,27627,16136,3830,8157,15715,2535,1620,right
66,38,1740,11684,6384,16981,5625,14724,3265,1620,up
87,83,13127,27395,33652,9822,3088,15320,4016,1621,right
81,66,167309,100535,3818,5370,10479,9864,3518,1625,right
75,50,8148,10867,9472,10313,7201,9959,1465,1627,up
47,64,63896,40605,8564,7273,3104,3359,2565,1628,up
21,35,13701,33828,29111,4583,8703,22880,2495,1631,left
37,54,7925,9632,10164,19066,6076,12057,2448,1633,up
77,100,46398,25318,15454,4319,7657,15164,2939,1638,right
63,51,40026,18441,3458,4206,5430,8683,5695,1638,up
66,63,120209,9151,6889,1818,3152,3289,1353,1641,down
84,83,72540,87853,23636,12963,6232,6819,5523,1641,right
83,93,9196,9764,24342,8125,4702,11558,3115,1645,right
41,7,89965,61078,9224,18160,12240,8658,8008,1646,up
50,69,7657,14621,7830,8805,4545,9057,2986,1650,up
56,29,85821,51865,4164,14440,10197,20948,6199,1650,left
77,13,102838,227855,6552,33196,11141,19689,2988,1655,left
50,13,231907,133845,30230,21190,29139,15543,6802,1655,left
80,50,59188,32911,18224,15156,5167,19221,2387,1657,right
47,63,158325,61629,11483,5189,4105,3576,1552,1658,right
69,60,254423,73225,17257,12104,16018,53307,5795,1658,left
48,16,19393,17871,8979,8602,7653,3508,2275,1669,up
61,27,118746,72114,8554,4625,2390,9167,2422,1669,left
66,56,39940,4762,9094,3332,3291,4970,1991,1675,up
20,38,150794,35626,15703,11229,3317,2570,1591,1679,left
96,64,50248,84276,29051,10903,9633,5985,2760,1680,left
77,78,26284,23996,12320,19563,7883,7413,2185,1684,right
48,74,6834,8212,8686,7189,3904,3283,2419,1684,up
60,50,167771,57850,18766,19858,8143,16596,5796,1687,right
80,67,138024,69172,37906,12995,12439,9002,3455,1691,right
16,29,48433,96370,11863,9240,9120,11010,4129,1691,left
70,37,116000,10004,17277,26401,6410,20936,3099,1693,up
54,56,36869,16868,11082,8911,3632,5722,3797,1695,up
84,27,317546,53477,29771,18621,7067,10951,4505,1695,left
48,38,48253,43159,21369,27774,6249,8793,3578,1699,left
78,67,9595,29279,16098,8216,6379,11054,2299,1704,right
80,69,906055,290913,64191,5504,9503,18700,3433,1705,right
63,53,44501,7180,2880,10999,6199,9784,2002,1707,up
53,78,19132,10321,17659,6129,3081,6810,3054,1708,up
81,77,38618,21180,38896,15749,12650,7598,3993,1708,right
56,51,26850,49644,6448,19778,11742,6241,5133,1708,up
81,60,10139,5558,10066,22943,5929,7954,4786,1710,up
14,26,28039,137135,51938,5281,7728,9591,4860,1714,left
53,91,207774,47710,22350,21731,14168,13241,3774,1716,right
57,35,1950051,61562,35698,34216,10947,12737,7746,1720,down
81,53,30211,13718,3871,9000,9655,12637,3463,1722,up
