att,rlx,del,the,lal,hal,hbe,lbe,lga,mga,result
84,54,2584,7931,7993,7265,8586,11876,2035,2479,up
83,61,4374,14817,10220,12927,8749,7004,5699,1420,up
88,66,21569,8795,25473,5853,8219,17562,2460,2900,up
100,57,4921,3015,2895,3658,4803,5450,4794,2799,up
100,57,2740,5446,12610,9947,8562,10138,3580,3005,up
100,47,9808,9525,20465,23927,18697,8897,2566,2790,up
97,40,7725,5387,7804,9384,16872,10708,3110,1759,up
90,43,5529,13621,12650,6951,14747,14085,2183,7736,up
96,43,18139,7327,13654,3285,7765,22551,13752,4347,up
94,41,3657,10073,7306,6550,5293,7531,3868,2103,up
96,41,2161,5056,10385,5064,10147,10382,6073,2025,up
87,41,7028,6828,13426,2697,14952,12101,4911,4482,up
70,41,3776,14352,9133,5319,9893,9293,3542,3485,up
66,44,8400,10481,8949,6914,6917,5526,2397,2134,up
70,40,2636,9910,18526,7553,7252,21085,5159,2323,up
47,26,10028,11985,6776,9006,6111,17135,6829,3513,up
44,34,22217,19618,5171,12443,9081,7226,4053,2591,up
53,41,2253,12402,5650,7337,8201,7542,4067,5346,up
43,35,71705,47093,3459,9380,1348,3860,621,801,up
74,41,12051,18370,19967,9052,6786,16094,3937,3447,up
64,41,20251,7216,9973,8754,8219,6750,3031,3372,up
56,41,199179,50868,14584,9464,9335,14547,8415,2055,up
54,56,12548,21975,8944,6070,10323,8117,9730,2853,up
56,56,10206,27481,29068,7290,5243,13860,4278,3393,up
64,60,16613,16306,15021,17960,9020,13799,6018,5028,up
69,50,23786,14623,14558,17900,4903,19256,3035,4021,up
80,47,3480,27244,14284,9002,15062,18920,3096,4483,up
75,50,2178,26625,36784,18112,13279,17752,5328,5242,up
69,35,25643,20396,7802,11815,10995,11859,10189,4430,up
64,38,40745,4680,14211,3706,5937,14622,5041,3853,up
77,16,30372,25872,13286,13506,9231,24233,3913,2168,up
75,7,38340,51846,17359,7955,8666,14640,8346,3829,up
83,14,27106,23355,12824,9437,7404,6242,4198,6728,up
87,17,14428,14585,4631,2988,16313,14488,10572,4790,up
74,37,9316,26531,3383,9033,6205,23240,4639,1390,up
83,41,154124,21827,14473,11032,11069,11294,7658,5478,up
90,29,29681,15052,18569,9942,9028,18107,5065,6270,up
81,16,9524,18364,12657,12134,10060,15994,3444,2342,up
88,13,12260,20187,9757,9907,14773,24145,2300,2744,up
78,35,6641,23384,1869,16907,18002,25025,7192,2941,up
67,53,14889,48242,9526,6824,7158,6371,7908,3840,up
74,53,10751,13512,6963,7022,9764,6509,11193,6350,up
69,60,3808,12901,40797,17155,12971,12938,6936,5553,up
67,54,27131,11427,25877,10308,8744,15433,2961,3914,up
75,50,61677,20360,1970,7067,4911,10430,4200,1142,up
78,54,30983,9821,11035,19760,9926,23715,7042,3032,up
83,37,12561,10253,14752,11389,5575,8989,3610,4387,up
87,44,23694,7970,14615,5745,9871,9151,2604,3402,up
87,38,5465,16581,7569,4141,5684,9630,11123,2644,up
93,38,6926,14812,5169,4280,8068,26128,4906,1560,up
80,50,25118,5767,19714,11586,7933,4285,3515,2136,up
77,50,27853,8482,7687,7650,7977,14374,4171,6342,up
81,53,30211,13718,3871,9000,9655,12637,3463,1722,up
70,63,41814,27005,4345,15071,5289,11373,5737,1747,up
81,60,10139,5558,10066,22943,5929,7954,4786,1710,up
83,24,6195,8075,3788,13683,13577,10658,8929,4217,up
70,37,16057,11596,13765,18861,7389,23114,3475,2985,up
64,41,15925,23518,9284,6435,11116,12496,2689,3963,up
61,54,22727,26033,1758,4741,5792,8272,5936,2997,up
66,63,11039,9778,24090,22008,12595,14396,6953,3089,up
70,37,116000,10004,17277,26401,6410,20936,3099,1693,up
77,35,36361,15512,17594,20191,11716,14847,3769,2058,up
56,16,26485,8169,1939,6298,4958,19635,1983,2617,up
56,30,27052,22333,3603,5200,11700,9951,3372,3136,up
51,47,54666,22844,15544,25726,10445,14277,4380,4905,up
48,47,46073,95880,9265,21846,6089,24211,7243,8359,up
69,57,5767,7072,19875,7251,8646,19000,5150,2654,up
69,69,34362,11255,17195,11928,8876,25337,3670,7984,up
84,66,6431,34064,15838,33428,10772,10634,4518,2940,up
77,81,13542,17946,9276,12971,12103,8453,3711,1993,up
74,81,1264,3254,11029,19191,7854,6695,7132,2606,up
63,69,12419,4992,7685,11282,16404,14837,5278,3038,up
35,60,3975,8974,28024,40861,5246,6245,4322,2379,up
38,30,16594,14543,1070,30260,9410,29137,2633,2724,up
23,21,43506,28441,53310,10985,8283,34160,10043,4859,up
14,8,558249,73178,7428,17298,7191,15613,6242,4239,up
34,21,1356018,143658,53899,28433,17268,41120,7072,5538,up
60,21,430162,95707,18191,21861,8336,37669,6530,7547,up
69,21,565718,109603,21398,21952,8086,11753,5661,10145,up
77,29,29413,3413,7434,9316,6819,12656,7347,2540,up
77,14,12771,4803,3841,7349,12581,7297,7124,3790,up
60,21,57414,44795,16753,3941,9572,16810,5354,3242,up
56,41,22936,18873,25545,14910,5034,40886,5553,3133,up
63,44,13168,20168,5758,5596,12712,12363,8032,4062,up
51,61,18900,23883,29561,13111,14078,19675,7374,2897,up
64,54,9164,24794,54275,17748,10156,16525,4541,2628,up
67,35,568879,27243,5584,29691,9865,13824,7462,2741,up
60,23,5074,26085,15350,27399,9597,12198,8321,4451,up
56,3,26656,12466,12967,4293,17409,14533,6215,3514,up
41,7,89965,61078,9224,18160,12240,8658,8008,1646,up
38,14,125944,158767,25712,30876,16281,23479,1999,2509,up
50,27,146102,18107,1781,2738,2611,2494,1052,1197,up
48,38,31371,22334,8855,13618,7083,9081,5701,1314,up
53,44,58413,39258,25684,18637,8185,22733,5397,3023,up
43,41,48038,13290,16734,9973,8031,10056,3451,3351,up
48,37,117952,7647,2204,4210,1501,5506,694,545,up
54,50,10121,8803,11000,8072,6779,6705,7728,2159,up
47,51,25025,77047,32822,8772,4964,11089,4623,3059,up
60,51,9600,5343,3901,7146,5627,5666,1644,2104,up
48,56,20865,10147,7967,19529,7183,5324,5045,2765,up
47,60,11899,25485,34866,8796,8909,10442,3369,2387,up
56,54,13422,24675,8143,8582,5545,7514,2783,2640,up
66,56,19691,15193,19914,6669,4935,7164,5871,3451,up
